product,product_category
CORBETT CANYON MERLOT,0
CONCANNON MERLOT,0
CONCANNON PETITE SYRAH,0
CONCANNON CRIMSON AND CLOVER RED,0
COVEY RUN CABERNET SAUVIGNON COLUMBIA,0
CORBETT CANYON CABERNET SAUVIGNON,0
CROW CANYON CABERNET SAUVIGNON,0
CUPCAKE CABERNET SAUVIGNON,0
CUPCAKE PINOT NOIR,0
CUPCAKE RED VELVET,0
DANCING BULL MERLOT,0
DARK HORSE CABERNET SAUVIGNON,0
DELOACH PINOT NOIR CALIFORNIA,0
DOMINO CABERNET SAUVIGNON BY DELICATO,0
BOTA BOX SHIRAZ,0
DOMAINE DROUHIN PINOT NOIR,0
THE DREAMING TREE CRUSH RED WINE,0
ERATH PINOT NOIR,0
ESTANCIA CABERNET SAUVIGNON,0
ESTANCIA MERLOT,0
FAR NIENTE CABERNET SAUVIGNON,0
FERRARI CARANO CABERNET SAUVIGNON,0
FERRARI CARANO MERLOT,0
BONTERRA CABERNET SAUVIGNON,0
FETZER CABERNET SAUVIGNON,0
FIVE RIVERS CABERNET SAUVIGNON,0
FIRESTONE MERLOT ESTATE,0
FISH EYE MERLOT,0
FISH EYE SHIRAZ,0
FLEUR DE CALIFORNIA PINOT NOIR,0
FLIP FLOP PINOT NOIR,0
 HANDS CABERNET SAUVIGNON,0
 HANDS MERLOT,0
FRANCIS COPPOLA CABERNET SAUVIGNON,0
FRANZIA BURGUNDY,0
FRANZIA CABERNET SAUVIGNON,0
FRANZIA CHIANTI,0
FRANZIA MERLOT,0
FRANZIA SWEET RED,0
FRANZIA CHILLABLE RED,0
FRANCISCAN CABERNET SAUVIGNON,0
FRANCISCAN MERLOT,0
CONCANNON CABERNET SAUVIGNON,0
LIVINGSTON CELLARS BURGUNDY,0
COPPERIDGE CABERNET SAUVIGNON,0
COPPERIDGE MERLOT,0
GALLO FAMILY CAFE ZINFANDEL TWIN,0
GALLO FAMILY MERLOT TWIN VALLEY,0
GALLO FAMILY SWEET RED TWIN VALL,0
GALLO FAMILY HEARTY BURGUNDY TWI,0
GALLO FAMILY CABERNET SAUVIGNON TWIN VALLE,0
GNARLY HEAD PINOT NOIR,0
GNARLY HEAD OLD VINE ZINFANDEL,0
GRGICH HILLS CABERNET SAUVIGNON,0
GUENOC CABERNET SAUVIGNON,0
GUENOC PETITE SYRAH,0
GEYSER PEAK CABERNET SAUVIGNON ALEX VALLEY,0
HARLOW RIDGE CABERNET SAUVIGNON,0
HARLOW RIDGE PINOT NOIR,0
HERON PINOT NOIR MENDO,0
HEY MAMBO RED,0
HOGUE CELLARS CABERNET SAUVIGNON,0
REX GOLIATH PINOT NOIR,0
REX GOLIATH FREE RANGE RED,0
REX GOLIATH SHIRAZ,0
MICHAEL DAVID INCOGNITO RED,0
IRONSTONE CABERNET SAUVIGNON,0
IRONY PINOT NOIR MONTEREY,0
J LOHR CABERNET SEVEN OAKS,0
J LOHR CYPRESS CABERNET SAUVIGNON,0
J LOHR MERLOT LOS OSOS,0
PAHLMEYER JAYSON RED,0
JORDAN CABERNET SAUVIGNON,0
KENWOOD SONOMA CABERNET SAUVIGNON,0
KENWOOD SONOMA PINOT NOIR,0
LANDER JENKINS CABERNET SAUVIGNON,0
LEESE FITCH CABERNET SAUVIGNON,0
LIBERTY CREEK VINEYARD PINOT NOIR,0
LIVINGSTON CELLARS CHIANTI,0
LOST ANGEL MISCHIEF RED,0
MAIN STREET CABERNET SAUVIGNON,0
MANISCHEWITZ CREAM RED CONCORD,4
MARK WEST PINOT NOIR,0
MARKHAM MERLOT,0
L MARTINI CABERNET SONOMA,0
MACMURRAY RANCH PINOT NOIR CENTRAL COAST,0
MACMURRAY RANCH PINOT NOIR SONOMA COUNTY,0
MENAGE A TROIS RED,0
MERIDIAN CABERNET SAUVIGNON,0
MERIDIAN MERLOT,0
MERIDIAN PINOT NOIR,0
MIRASSOU CABERNET SAUVIGNON,0
MIRASSOU MERLOT,0
MIRASSOU SUNSET RED,0
CK MONDAVI CABERNET SAUVIGNON,0
MOGEN DAVID CONCORD GRAPE,4
CK MONDAVI MERLOT,0
MIRASSOU PINOT NOIR,0
NEWTON CABERNET SAUVIGNON,0
PINE RIDGE MERLOT,0
PARDUCCI CABERNET SAUVIGNON,0
PARDUCCI MERLOT,0
PARDUCCI PINOT NOIR,0
PARDUCCI PETITE SYRAH,0
PETER VELLA BURGUNDY,0
PETER VELLA MERLOT,0
PETER VELLA CABERNET SAUVIGNON,0
PHELPS CABERNET SAUVIGNON,0
PHELPS INSIGNIA,0
PLUNGERHEAD ZINFANDEL LODI,0
PINE RIDGE CABERNET SAUVIGNON NAPA,0
PREDATOR ZIN LODI,0
PROJECT PASO CABERNET SAUVIGNON,0
ROBERT MONDAVI CABERNET SAUVIGNON,0
ROBERT MONDAVI PRIVATE SELECTION CABERNET SAUVIGNON,0
ROBERT MONDAVI PRIVATE SELECTION MERLOT,0
ROBERT MONDAVI PRIVATE SELECTION PINOT NOIR,0
WOODBRIDGE BY ROBERT MONDAVI PINOT NOIR,0
WOODBRIDGE BY ROBERT MONDAVI WHITE ZINFANDEL,2
RODNEY STRONG ZINFANDEL,0
RAVENSWOOD ZINFANDEL,0
RAVENSWOOD MERLOT,0
ZEN OF ZIN ZINFANDEL,0
RAVENSWOOD CABERNET SAUVIGNON,0
RAYMOND MERLOT RESERVE ,0
RAYMOND CABERNET SAUVIGNON RESERVE,0
RODNEY STRONG CABERNET SAUVIGNON,0
REDWOOD CREEK CABERNET SAUVIGNON,0
REDWOOD CREEK PINOT NOIR,0
REDWOOD CREEK MERLOT,0
RED ROCK WINERY MERLOT,0
RED TRUCK RED WINE,0
RED ROCK WINERY MALBEC,0
RIDGE ZINFANDEL PASO ROBLES,0
ROBERT HALL CABERNET SAUVIGNON ,0
ROSENBLUM ZINFANDEL CUVEE,0
RUTHERFORD RANCH MERLOT NAPA,0
RUTHERFORD RANCH CAB NAPA,0
SEBASTIANI ZIN SONOMA ,0
SEAGLASS PINOT NOIR,0
SEBASTIANI BARBERA ,0
SEBASTIANI SECOLO ,0
HERITAGE MERLOT,0
SEBASTIANI CABERNET SAUVIGNON ALEX ,0
SEBASTIANI MERLOT,0
SEBASTIANI PINOT NOIR SON ,0
SEVEN DEADLY ZINS,0
SHAFER MERLOT,0
SILVER RIDGE CABERNET SAUVIGNON,0
SILVERADO CABERNET SAUVIGNON NAPA ,0
SIMI ALEXANDER VALLEY CABERNET SAUVIGNON,0
SIMPLY NAKED MERLOT,0
SMOKING LOON CABERNET SAUVIGNON,0
SMOKING LOON MERLOT,0
SMOKING LOON PINOT NOIR,0
SMOKING LOON SYRAH,0
SMOKING LOON ZINFANDEL,0
SNAP DRAGON RED,0
STE CHAPELLE MERLOT,0
STE CHAPELLE SOFT RED,0
ST FRANCIS RED SPLASH,0
CHATEAU ST MICHELLE INDIAN WELLS CABERNET SAUVIGNON,0
CHATEAU ST MICHELLE INDIAN WELLS MERLOT,0
CHATEAU ST MICHELLE CANOE RIDGE MERLOT,0
ST MICHELLE CABERNET SAUVIGNON,0
STERLING CABERNET SAUVIGNON VINTNERS COLLECTION,0
STERLING MERLOT VINT COLL,0
STERLING MERITAGE VINTNERS COLLE,0
STONE CELLARS CABERNET SAUVIGNON,0
BERINGER MERLOT,0
SUTTER HOME MERLOT,0
TALBOTT PINOT NOIR KALI HART,0
 BLIND MOOSE CABERNET SAUVIGNON,0
NOBLE VINES CABERNET SAUVINGON,0
TISDALE VINEYARDS CABERNET SAUVIGNON,0
TISDALE VINEYARDS MERLOT,0
TISDALE VINEYARDS SHIRAZ,0
TOASTED HEAD RED,0
TREFETHEN CABERNET SAUVIGNON,0
TURNING LEAF CABERNET SAUVIGNON RESERVE,0
TURNING LEAF MERLOT RESERVE,0
TURNING LEAF PINOT NOIR RESERVE,0
TWISTED ZINFANDEL ,0
TWODOG CABERNET SAUVIGNON,0
TWODOG ZINFANDEL,0
FETZER MERLOT,0
VALLEY OF THE MOON ZIN,0
VENDANGE SWEET RED,0
VILLA MT EDEN CABERNET SAUVIGNON GR RES,0
WILY JACK ZINFANDEL,0
POLKA DOT RIESLING SWEET,1
RANCHO ZABACO ZINFANDEL HERITAGE,0
DANCING BULL ZINFANDEL,0
ZD CABERNET SAUVIGNON NAPA,0
ACACIA A CHARDONNAY,1
ALMADEN RHINE,1
ALMADEN CHABLIS,1
ALMADEN CHARDONNAY,1
ALMADEN PINOT GRIGIO,1
APOTHIC WHITE,1
BAREFOOT CELLARS CHARDONNAY,1
BAREFOOT CELLARS PINOT GRIGIO,1
BAREFOOT CELLARS MOSCATO,1
BAREFOOT CELLARS RIESLING,1
BAREFOOT REFRESH CRISP WHITE,1
BERINGER SAUVIGNON BLANC KNIGHTS VALLEY,1
BERINGER CALIFORNIA CHARDONNAY,1
BIG HOUSE CHARDONNAY,1
BLACK BOX CHARDONNAY,1
BOGLE CHARDONNAY,1
BOGLE SAUVIGNON BLANC,1
BOHEMIAN HIGHWAY PINOT GRIGIO,1
BERINGER CHENIN BLANC,1
BERINGER RESERVE CHARDONNAY,1
BERINGER FOUNDERS CHARDONNAY,1
BV CHARDONNAY COASTAL,1
CLOS DU BOIS CHARDONNAY RESERVE,1
CLOS DU BOIS CHARDONNAY,1
CLOS DU BOIS SAUVIGNON BLANC,1
CHARLES KRUG CHARDONNAY,1
CHARLES KRUG SAUVIGNON BLANC,1
BIG HOUSE WHITE,1
CALLAWAY CHARDONNAY CELLAR SLCT,1
CRANE LAKE CHARDONNAY,1
CASTLE ROCK CHARDONNAY CENTRAL COAST,1
CELLAR CHARDONNAYONAY,1
CONCANNON SAUVIGNON BLANC,1
ST JEAN CHARDONNAY,1
GRGICH HILLS FUME BLANC,1
CHALONE CHARDONNAY,1
CHALK HILL SAUVIGNON BLANC EST,1
COLUMBIA CREST CHARDONNAY,1
COLUMBIA CREST RIESLING,1
COLUMBIA GEWURZTRAMINER,1
COLUMBIA RIESLING CELLAR MASTERS,1
CONCANNON CHARDONNAY,1
CORBETT CANYON CHARDONNAY,1
COVEY RUN GEWURZTRAMINER,1
COVEY RUN RIESLING LATE H,1
CRANE LAKE RIESLING,1
SONOMA CUTRER CHARDONNAY RUSSIAN RIVER VALLEY,1
CUPCAKE CHARDONNAY,1
CURTIS HERITAGE RED BLEND,0
DARK HORSE CHARDONNAY,1
DELOACH CHARDONNAY RUSSIAN RIVER,1
DELOACH CHARDONNAY CALIFORNIA,1
DOMINO CHARDONNAY BY DELICATO,1
BOTA BOX PINOT GRIGIO,1
DRY CREEK FUME BLANC,1
EDNA VALLEY CHARDONNAY,1
ST MICHELLE EROICA RIESLING,1
ESTANCIA CHARDONNAY,1
FAR NIENTE CHARDONNAY,1
BONTERRA CHARDONNAY,1
DISCOVERIES CHARDONNAY,1
FIRESTONE GEWURZTRAMINER,1
FISH EYE CHARDONNAY,1
FLIP FLOP RIESLING,1
FOXBROOK CHARDONNAY,1
FRANZIA WHITE GRENACHE,1
FRANZIA REFRESHING WHITE,1
FRANCISCAN CHARDONNAY,1
FRANZIA CRISP WHITE,1
FRANZIA CHABLIS,1
FRANZIA CHARDONNAY,1
FRANZIA SWEET WHITE,1
FREI BROTHERS CHARDONNAY,1
FROGS LEAP SAUVIGNON BL,1
LIVINGSTON CELLARS CHABLIS BLANC,1
COPPERIDGE CHARDONNAY,1
GALLO FAMILY CHARDONNAY TWIN VAL,1
CONCANNON PINOT GRIGIO,1
GALLO FAMILY SAUVIGNON BLANC TWIN VALLEY,1
GUENOC CHARDONNAY,1
GUENOC SAUVIGNON BLANC,1
GEYSER PEAK SAUVIGNON BLANC,1
HARLOW RIDGE CHARDONNAY,1
HESS SELECT CHARDONNAY MONTEREY,1
HOGUE CELLARS GEWURZTRAMINER,1
HOGUE CELLARS CHARDONNAY,1
HOGUE CELLARS SAUVIGNON BLANC,1
J LOHR CHARDONNAY RIVERSTONE,1
J LOHR CHARDONNAY RIVERSTONE,1
J LOHR CYPRESS CHARDONNAY,1
JEKEL RIESLING,1
KENWOOD SONOMA CHARDONAY,1
KENWOOD SONOMA SAUVIGNON BLANC,1
KING ESTATE VIN GLACE,4
KUNDE SAUVIGNON BLANC,1
LANDMARK CHARDONNAY OVERLOOK,1
LIBERTY CREEK PINOT GRIGIO,1
LUCKY STAR CHARDONNAY,1
MACMURRAY RANCH PINOT GRIS SONOMA COUNTY,1
MENAGE A TROIS WHITE,1
MERIDIAN CHARDONNAY,1
MIRASSOU CHARDONNAY,1
CK MONDAVI MOSCATO,1
CK MONDAVI CHARDONNAY,1
NATHANSON CREEK CHARDONNAY,1
PACIFIC RIM DRY RIESLING,1
PARDUCCI CHARDONNAY,1
PEPI CHENIN VIOGNIER,1
PETER VELLA CHABLIS,1
PETER VELLA CHARDONNAY,1
PROVENANCE SAUVIGNON BLANC,1
WOODBRIDGE BY ROBERT MONDAVI RIESLING,1
ROBERT MONDAVI PRIVATE SELECTION CHARDONNAY,1
ROBERT MONDAVI PRIVATE SELECTION SAUVIGNON BLANC,1
ROBERT MONDAVI FUME BLANC,1
WOODBRIDGE BY ROBERT MONDAVI PINOT GRIGIO,1
WOODBRIDGE BY ROBERT MONDAVI SAUVIGNON BLANC,1
RAYMOND CHARDONNAY NAPA RESERVE,1
REDWOOD CREEK CHARDONNAY,1
REDWOOD CREEK PINOT GRIGIO,1
TOASTED HEAD CHARDONNAY,1
ROUND HILL CHARDONNAY,1
RUTHERFORD RANCH CHARD NAPA,1
SAINTSBURY CHARDONNAY CARN,1
SEAGLASS SAUVIGNON BLANC,1
SEBASTIANI CHARDONNAY,1
SIMI ALEXANDER VALLEY CHARDONNAY,1
SIMI ALEXANDER VALLEY SAUVIGNON BLANC,1
SIMPLY NAKED CHARDONNAY,1
SILVER RIDGE CHARDONNAY,1
SMOKING LOON CHARDONNAYONAY,1
SMOKING LOON SAUVIGNON BLANC,1
SNAKE RIVER WHITE RIESLING,1
SNAP DRAGON CHARDONNAY,1
SNOQUALMIE RIESLING ORGANIC,1
SNOQUALMIE SAUVIGNON BLANC,1
CHAT SOUVERAIN CHARDONNAY,1
STE CHAPELLE GEWURZTRAMINER,1
STE CHAPELLE CHARDONNAY,1
STE CHAPELLE RIESLING WNMKRS,1
STE CHAPELLE RIESLING,1
STE CHAPELLE RIESLING DRY,1
STE CHAPELLE SOFT CHENIN BLANC,1
STE CHAPELLE RIESLING SP HARVE,1
ST FRANCIS CHARDONNAY,1
ST JEAN CHARDONNAY BELLE TERRE,1
ST JEAN CHARDONNAY RBT YOUNG,1
ST MICHELLE CHARDONNAY CANOE,1
CHATEAU ST MICHELLE COLD CREEK CHARDONNAY,1
ST MICHELLE DRY RIESLING,1
ST MICHELLE CHARDONNAY IND W,1
CHATEAU ST MICHELLE GEWURZTAMINER,1
ST MICHELLE RIESLING HARVEST SELECT,1
ST MICHELLE RIESLING,1
ST SUPERY VIRTU,1
STERLING SAUVIGNON BLANC VINT COLLECTION,1
BERINGER CHARDONNAY STONE CELLARS,1
STONE CELLARS CHARDONNAY,1
STONE CELLARS PINOT GRIGIO,1
SUTTER HOME MOSCATO,1
SUTTER HOME PINOT GRIGIO,1
SUTTER HOME SAUVIGNON BLANC,1
SUTTER HOME CHARDONNAY,1
TABLAS CREEK COTES BLANC,1
DIVINING ROD CHARDONNAY,1
 BLIND MOOSE CHARDONNAY,1
TISDALE VINEYARDS CHARDONNAY,1
TREFETHEN CHARDONNAY,1
TRUE MYTH EDNA VALLEY CHARDONNAY,1
TURNING LEAF CHARDONNAY RESERVE,1
TURNING LEAF SWEET RIESLING,1
TURNING LEAF SAUVIGNON BLANC,1
TUTURNING LEAF PINOT GRIGIO RESERVE,1
VENDANGE PINOT GRIGIO,1
VENDANGE SAUVIGNON BLANC,1
VENDANGE SWEET WHITE,1
FETZER CHARDONNAY,1
FETZER GEWURZTRAMINER,1
FETZER RIESLING,1
FETZER SAUVIGNON BLANC,1
WENTE PINOT NOIR RIVA RANCH,0
WILLIAM HILL CENTRAL COAST CHARDONNAY,1
DANCING BULL SAUVIGNON BLANC,1
ZD CHARDONNAY,1
ALMADEN WHITE ZINFANDEL,2
APOTHIC ROSE,2
BAREFOOT CELLARS WHITE ZINFANDEL,2
BAREFOOT CELLARS PINK MOSCATO,1
BERINGER WHITE MERLOT,2
BERINGER WHITE ZINFANDEL,2
BERINGER WHITE ZINFANDEL CHARDONNAY,1
CORBETT CANYON WHITE ZINFANDEL,2
FOXHORN WHITE ZINFANDEL,2
FRANZIA SUNSET BLUSH,2
FRANZIA WHITE ZINFANDEL,2
LIVINGSTON CELLARS BLUSH CHABLIS,2
LIVINGSTON CELLARS RED ROSE,2
GALLO FAMILY WHITE ZINFANDEL TWI,2
LIVINGSTON CELLARS WHITE ZINFANDEL,2
GALLO FAMILY WHITE MERLOT TWIN VALLEY,2
MONTEVINA WHITE ZINFANDEL,2
PETER VELLA DELICIOUS BLUSH,2
PETER VELLA DELICIOUS WHITE,1
PETER VELLA WHITE ZINFANDEL BOX,2
PINK TRUCK,2
SUTTER HOME WHITE MERLOT,2
SUTTER HOME WHITE ZINFANDEL,2
TURNING LEAF WHITE ZINFANDEL,2
FETZER WHITE ZINFANDEL,2
BOLLINGER BRUT SPECIAL CUVEE,3
BOLLINGER GRANDE ANNEE,3
BOUVET LADUBAY BRUT,3
BOUVET LADUBAY BRUT ROSE,3
VEUVE CLICQUOT LA GRANDE DAME,3
VEUVE CLICQUOT YELLOW LABEL BRUT,3
DEUTZ CHAMPAGNE BRUT CLASSIC,3
DOM PERIGNON LUMINOUS,3
FREIXENET SEMI SECO,3
FREIXENET CORDON NEGRO EXTRA DRY,3
KRUG BRUT,3
KRUG GRANDE CUVEE,3
LAURENT PERRIER BRUT,3
MOET AND CHANDON GRAND VINTAGE BRUT,3
DOM PERIGNON BLANC DE BLANC,3
DOM PERIGNON,3
MOET AND CHANDON IMPERIAL BRUT,3
DOM PERIGNON ROSE,3
MOET AND CHANDON NECTAR IMPERIAL,3
GH MUMM JUBILEUM,3
PERRIER JOUET FLEUR CHAMPAGNE,3
ROEDERER BLANC DE BLANCS,3
ROEDERER BRUT PREMIER,3
ROEDERER CRISTAL ,3
ROEDERER CRISTAL ,3
ROEDERER CRISTAL ROSE ,3
TAITTINGER BRUT LA FRANCAISE,3
TAITTINGER COMTES DE CHAMPAGNE ROSE,3
TAITTINGER ROSE BRUT,3
TAITTINGER PRELUDE,3
TAITTINGER COMTES CHAMPAGNE BL ,3
ALMA NEGRA SPARK ROSE MALBEC NV,0
CUPCAKE PROSECCO,3
GREG NORMAN SPARKLING,3
GEKKEIKAN ZIPANG SPARKLING SAKE,4
LA MARCA PROSECCO,3
MIONETTO PROSECCO X DRY DOCG,3
MIONETTO PROSECCO BRUT,3
PINK BY YELLOWGLEN SPARKLING,3
POEMA CAVA BRUT,3
STELLINA DI NOTTE PROSECCO,3
TROCADERO BRUT NV,3
CASTELLO BANFI ROSA REGALE BRACHETTO,3
ZONIN PROSECCO,3
ANDRE BRUT,3
BAREFOOT BUBBLY CHARDONNAY BRUT,3
COOKS BRUT,3
COOKS EXTRA DRY,3
GLORIA FERRER BLANC DE NOIR,3
GLORIA FERRER ROYAL BRUT,3
GLORIA FERRER BRUT,3
KORBEL CHARDONNAY,3
KORBEL BRUT,3
KORBEL BRUT ORGANIC,3
KORBEL NATURAL,3
KORBEL ROUGE,3
KORBEL SWEET ROSE,3
KORBEL EXTRA DRY CHAMPAGNE,3
ROEDERER ESTATE BRUT,3
SCHRAMSBERG BL DE BL,3
SCHRAMSBERG CREMANT D SEC,3
STE CHAPELLE RIESLING SPARKLIN,1
ANDRE BLUSH,2
ANDRE COLD DUCK,3
BALLATORE GRAN SPUMANTE,3
BAREFOOT BUBBLY CHARDONNAY EXTRA DRY,3
BERINGER SPARKLING WHITE ZINFANDEL,3
DOMAINE CHANDON BLANC DE NOIR,3
DOMAINE CHANDON BRUT ROSE,3
COOKS SPUMANTE,3
DOMAINE STE MICHELLE BLANC DE NOIRS,3
DOMAINE CARNEROS BRUT,3
DOMAINE CARNEROS ROSE POMPADOU,3
J SPARKLING WINE NV,3
SCHRAMSBERG BL DE NOIRS,3
WOODBRIDGE BY ROBERT MONDAVI SPARKLING,3
KINSEN PLUM WINE,4
GEKKEIKAN KOBAI PLUM WINE,4
MOGEN DAVID BLACKBERRY,4
MOGEN DAVID POMEGRANATE,4
ARBOR MIST LIME MARGARITA,4
ARBOR MIST STRAWBERRY DAIQUIRI,4
ARBOR MIST MANGO STRAWBERRY MOSCATO,4
BARGETTO CHAUCERS MEAD,4
ARBOR MIST CRANBERRY WHITE MERLOT,4
ARBOR MIST BLACKBERRY MERLOT,4
ARBOR MIST POMEGRANATE BERRY PINOT NOIR,4
ARBOR MIST EXOTIC FRUIT WHITE ZINFANDEL,4
ARBOR MIST PEACH CHARDONNAY,4
ARBOR MIST STRAWBERRY WHITE ZINFANDEL,4
BOONES FARM STRAWBERRY HILL,4
KIKKOMAN PLUM WINE,4
PETER VELLA DELICIOUS RED,0
SLIDE RIDGE CA CYSIR,4
STE CHAPELLE SOFT HUCKLEBERRY,4
WILD VINES BLACKBERRY MERLOT,0
WILD VINES STRAWBERRY WHITE ZINFANDELFAND,2
BOONES FARM BLUE HAWAIIAN,4
BOONES FARM SNOW CREEK BERRY,4
CARLO ROSSI SPANADA SANGRIA,4
CHOCOLATE SHOP BOX OF CHOCOLAT,0
DAILYS FROZEN LIGHT PINK LEMONAD,4
DAILYS FROZEN MARGARITA,4
DAILYS FROZEN STRAWBERRY,4
DAILYS FROZEN POMEGRANATE ACAI,4
DAILYS FROZEN PEACH,4
FRANZIA FRUITY RED SANGRIA,4
MADRIA SANGRIA,4
PETER VELLA SANGRIA,4
RED GUITAR SANGRIA,4
TISDALE VINEYARDS CHOCOLATE RED,0
CRISTOM PINOT N EILEEN,0
KOURTAKI RETSINA ATTICA,4
CASTLE CREEK CHENIN BLANC,1
CASTLE CREEK CHARDONNAY,1
CASTLE CREEK MERLOT,0
CASTLE CREEK CABERNET SAUVIGNON,0
CASTLE CREEK LH GEWURZTRAMINER,1
CASTLE CREEK LILLY ROSE WHITE,1
CASTLE CREEK OUTLAW RED,0
CASTLE CREEK UINTAH BLANC,1
CASTLE CREEK KID RED,0
VERDI SPUMANTE,3
KILER GROVE TREBBIANO,1
HIVE BLACK CURRANT WINE,4
HIVE STRAWBERRY WINE,4
HIVE PEACH WINE,4
HIVE WINTER MEAD,4
HIVE SPRING MEAD,4
HIVE SUMMER MEAD,4
HIVE FALL MEAD,4
FRITZ RIESLING QBA,1
HAHN PINOT NOIR,0
GLORIA FERRER VA DE VI SPUMANTE,3
CONDADO DE HAZA RIBERA,0
COOPER MTN PINOT NOIR,0
FREY ORGANIC NATURAL RED,0
SOKOL BLOSSER PN DUNDEE,0
ARGYLE PINOT NOIR RES,0
VAMPIRE CABERNET SAUVIGNON,0
BECKMEN SYRAH BLOCK PUR MT,0
VASSE FELIX CHARDONNAY,1
WENTE RIVERBANK RIESLING,1
GLORIA FERRER PINOT ROSE,2
CAPARZO BRUNELLO DI MONTALCINO,0
HEWITSON MISS HARRY GSM,0
VON STRASSER CABERNET SAUVIGNON EST,0
BISOL PROSECCO CREDE,3
ALEX GAMBAL SAVIGNY BEAUNE,0
CAMBRIA PINOT NOIR,0
CHIYONOSONO SACRED POWER SAKE,4
CHAT LOUDENNE MEDOC ,0
ARGIANO ROSSO DI MONTALCINO,0
OPUS ONE,0
RICASOLI CASTELLO DI BROLIO ,0
PONZI PINOT NOIR ROSE,2
GRUET BRUT,3
TENTAKA HAWK IN THE HEAVENS,4
VAMPIRE PINOT NOIR,0
SCHARFFENBERGER BRUT MENDOCINO,3
HARTFORD PINOT NOIR,0
EARTHQUAKE SYRAH,0
FRESCOBALDI MONTESODI,0
RAMON BILBAO RIOJA LTD ED,0
MAN VINTNERS CABERNET SAUVIGNON,0
BR COHN CABERNET SAUVIGNON SILVER,0
RBT CRAIG AFFINITY ,0
WILSON CREEK ALMOND CHAMPAGNE,3
RICASOLI BROLIO CHIANTI CLASSICO,0
CASTELLO DEL RAMPOLIA SAMMARCO ,0
CAMIGLIANO ROSSO MOTALCINO,0
SNAKE RIVER CABERNET SAUVIGNON,0
ORNELLAIA LE VOLTE,0
PARES BALTA BLANC DEPACS,1
LE SALETTE AMARONE CLASS,0
MICHAEL DAVID PETITE SIRAH,0
CHAT DE CRUZEAU ROUGE,0
SAN LEONARDO TER DI LEONARD,0
COTO DE GOMARIZ RIBEIRO,1
CONO SUR PINOT NOIR,0
HEGER PINOT NOIR BADEN,0
GUIGAL CROZES HERMITAGE ,0
TERLATO AND CHAPOUTIER SHIRAZ VIOGNIER,0
CANTELE NEGROAMARO ROSATO,2
SEGHESIO ARNEIS,1
CASTELLO MONACI MARU,0
DARIOUSH CABERNET SAUVIGNON CARAVAN EST,0
PRODUTTORI NEBBIOLO LANGHE,0
LA CREMA PINOT NOIR,0
TENUTA LUISA SAUV FRIULI,1
KING ESTATE PINOT NOIR,0
MORGAN COTE DU CROWS,0
RODNEY STRONG SYMMETRY,0
ARTESA ELEMENTS CABERNET SAUVIGNON,0
ST COSME CHATEAUNEUF DU PAPE,0
ST COSME GIGONDAS VALBELLE,0
VOGHERA LANGHE ARNEIS,1
ITALO PIETRANTONJ MONTE DAB,0
SANTA MARGHERITA PROSECCO BRUT,3
PECCHENINO DOLCETTO SAN LUIGI,0
SEGHESIO OMAGGIO,0
ALEXANDER VALLEY SIN ZINFANDEL,0
BLEASDALE SHIRAZ BREMERVIEW,0
PRODUTTORI BARBARESCO MONTESTE,0
TENUTA LUISA REFOSCO ROSSO,0
CHARLES SMITH KUNG FU GIRL RIESLING,1
PARES BALTA MAS PETIT,0
REVERDY SANCERRE,1
FESS PARKER SYRAH,0
VINUM PETITE SIRAH NL NATL,0
CLINE VIOGNIER,1
HUGL GRUNER VELTLINER,1
SANTA EMA AMPLUS CABERNET SAUVIGNON,0
WITCHES BREW,0
TORMARESCA NEPRICA,0
JACQUES PRIEUR BEAUN PIMONT,0
LAYER CAKE MALBEC,0
PATZ AND HALL CHARDONNAY SONOMA COAST,1
FAIVELEY GEVERY CHAMBERTIN,0
PATZ AND HALL PINOT NOIR HYDE VINEYARD,0
MOREAU CHABLIS LES CLOS,1
CHALK HILL BOTRYTIS SEMILL,4
BUSSOLA AMARONE,0
PADILLA ERICKSON EL JEFE,0
PADILLA ERICKSON GRACES,1
SINFORIANO SINFO ROSADO,2
LE PLAN GT G GRENACHE CDR ,0
TASCA D ALMERITA LAMUR NERO,0
M CHAPOUTIER LA PETITE RUCH BLANC,1
CLINE CASHMERE,0
BASTIANICH VESPA BIANCO ,1
DOLIN VERMOUTH ROUGE,4
BIBI GRAETZ CASAMATTA BIANCO,1
BIBI GRAETZ CASAMATTA ROSSO NV,0
FAIVELEY PULIGNY MONTRACHET,1
FAIVELEY CLOS DU CORTON,0
JACQUES PRIEUR CORTON BRESSAN,0
KATHRYN HALL CABERNET SAUVIGNON,0
JEAN LUC COLOMBO LES RUCHETS,0
MIGRATION CHARDONNAY RUSSIAN RIV,1
ROBERT SINSKEY POV RED BLEND,0
MAGNIFICENT HOUSE RIESLING,1
BEAUX FRERES PINOT NOIR,0
DUBOEUF MORGON JEAN DESCOMBES,0
DUBOEUF MOULIN TOUR BIEF,0
FESS PARKER RIESLING,1
QUINTA VESUVIO VINTAGE,4
ARCHERY SUMMIT PINOT NOIR PREMIER CUVEE,0
CHAT PICHON BARON,0
CHAT POTENSAC,0
JJ VINCENT POUILLY ANTOINET,1
PINE RIDGE CHARDONNAY CARN DC,1
YALUMBA ANTIQUE TAWNY,4
FREY ORGANIC BIODYN ZIN,0
FREY ORGANIC MERLOT,0
ECHELON PINOT NOIR,0
